timestamp,user_id,hr,hrv,body_temp,accel_mag,fall_duration,env_temp,humidity,pressure,oxygen,uv_index,aqi,is_anomaly
2026-05-18 14:07:08.498767,User_01,80.4,52.2,36.73,1.07,0.0,24.0,54.2,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:13.498767,User_01,80.1,52.0,36.73,0.85,0.0,24.0,54.2,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:18.498767,User_01,79.4,51.7,36.72,1.11,0.0,24.0,54.2,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:23.498767,User_01,78.8,51.4,36.73,0.96,0.0,24.0,54.1,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:28.498767,User_01,78.3,51.7,36.72,0.98,0.0,24.0,54.3,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:33.498767,User_01,77.9,50.9,36.72,0.8,0.0,24.0,54.3,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:38.498767,User_01,77.3,50.6,36.73,0.97,0.0,23.9,54.5,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:43.498767,User_01,76.6,50.6,36.72,1.01,0.0,23.9,54.3,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:48.498767,User_01,76.5,50.8,36.73,1.14,0.0,23.9,54.4,1012.5,20.9,2.0,20.0,0
2026-05-18 14:07:53.498767,User_01,75.7,51.0,36.73,0.91,0.0,23.9,54.5,1012.6,20.89,2.0,20.0,0
2026-05-18 14:07:58.498767,User_01,75.9,50.3,36.71,0.92,0.0,23.9,54.4,1012.6,20.89,2.1,20.0,0
2026-05-18 14:08:03.498767,User_01,75.9,49.5,36.73,1.03,0.0,23.9,54.3,1012.6,20.88,2.1,20.0,0
2026-05-18 14:08:08.498767,User_01,74.9,49.8,36.72,0.97,0.0,23.9,54.3,1012.6,20.88,2.0,20.0,0
2026-05-18 14:08:13.498767,User_01,74.0,50.0,36.71,1.24,0.0,23.9,54.3,1012.6,20.89,2.1,20.0,0
2026-05-18 14:08:18.498767,User_01,74.5,50.9,36.71,0.95,0.0,23.9,54.2,1012.6,20.9,2.1,20.0,0
2026-05-18 14:08:23.498767,User_01,75.2,50.5,36.73,1.04,0.0,23.9,54.3,1012.5,20.9,2.0,20.0,0
2026-05-18 14:08:28.498767,User_01,76.1,50.3,36.73,0.8,0.0,23.9,54.2,1012.5,20.9,2.0,20.0,0
2026-05-18 14:08:33.498767,User_01,75.4,51.0,36.73,0.86,0.0,23.9,54.3,1012.4,20.89,2.0,20.0,0
2026-05-18 14:08:38.498767,User_01,75.2,51.0,36.73,1.2,0.0,23.9,54.2,1012.2,20.89,2.0,20.0,0
2026-05-18 14:08:43.498767,User_01,75.1,50.9,36.72,0.99,0.0,23.9,54.2,1012.3,20.89,2.0,20.0,0
2026-05-18 14:08:48.498767,User_01,75.0,50.9,36.72,0.95,0.0,23.9,54.2,1012.2,20.9,2.0,20.0,0
2026-05-18 14:08:53.498767,User_01,74.9,51.0,36.73,0.96,0.0,23.9,54.1,1012.1,20.9,2.0,20.0,0
2026-05-18 14:08:58.498767,User_01,74.7,50.8,36.72,0.97,0.0,23.9,54.1,1012.1,20.9,2.0,20.0,0
2026-05-18 14:09:03.498767,User_01,74.4,50.8,36.71,0.97,0.0,23.9,54.2,1012.1,20.9,2.0,20.0,0
2026-05-18 14:09:08.498767,User_01,75.8,51.2,36.7,0.97,0.0,23.9,54.2,1012.0,20.9,2.0,20.0,0
2026-05-18 14:09:13.498767,User_01,75.6,50.8,36.71,1.1,0.0,23.9,54.0,1012.0,20.89,2.0,20.0,0
2026-05-18 14:09:18.498767,User_01,75.5,51.0,36.71,0.87,0.0,23.9,54.1,1012.0,20.9,2.0,20.0,0
2026-05-18 14:09:23.498767,User_01,75.6,50.8,36.7,1.14,0.0,23.9,54.1,1012.0,20.89,2.0,20.0,0
2026-05-18 14:09:28.498767,User_01,75.7,50.3,36.69,1.15,0.0,23.9,54.3,1012.1,20.89,2.0,20.0,0
2026-05-18 14:09:33.498767,User_01,75.5,50.6,36.71,0.93,0.0,23.9,54.4,1012.1,20.89,2.0,20.0,0
2026-05-18 14:09:38.498767,User_01,75.2,50.8,36.71,0.96,0.0,23.9,54.3,1012.1,20.89,2.0,20.0,0
2026-05-18 14:09:43.498767,User_01,75.8,50.1,36.71,1.09,0.0,23.8,54.4,1012.1,20.89,2.0,20.0,0
2026-05-18 14:09:48.498767,User_01,76.2,50.0,36.71,0.92,0.0,23.8,54.4,1012.1,20.9,2.0,20.0,0
2026-05-18 14:09:53.498767,User_01,75.1,50.0,36.73,1.0,0.0,23.8,54.3,1012.1,20.9,2.0,20.0,0
2026-05-18 14:09:58.498767,User_01,75.3,49.8,36.72,0.93,0.0,23.9,54.3,1012.1,20.9,2.0,20.0,0
2026-05-18 14:10:03.498767,User_01,75.6,50.3,36.73,1.01,0.0,23.9,54.4,1012.1,20.9,2.0,20.0,0
2026-05-18 14:10:08.498767,User_01,75.5,50.3,36.73,1.09,0.0,23.9,54.4,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:13.498767,User_01,75.4,50.0,36.74,1.06,0.0,23.9,54.4,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:18.498767,User_01,75.2,50.2,36.74,0.94,0.0,23.9,54.4,1012.1,20.9,2.0,20.0,0
2026-05-18 14:10:23.498767,User_01,75.3,51.2,36.74,1.06,0.0,23.9,54.4,1012.1,20.9,2.0,20.0,0
2026-05-18 14:10:28.498767,User_01,75.3,51.0,36.75,0.93,0.0,23.9,54.5,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:33.498767,User_01,75.6,50.5,36.75,0.9,0.0,23.9,54.4,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:38.498767,User_01,76.7,50.7,36.75,1.01,0.0,23.9,54.6,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:43.498767,User_01,76.5,50.2,36.76,0.94,0.0,24.0,54.6,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:48.498767,User_01,75.7,50.7,36.76,0.99,0.0,24.0,54.6,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:53.498767,User_01,76.0,50.7,36.77,1.0,0.0,24.0,54.8,1012.2,20.9,2.0,20.0,0
2026-05-18 14:10:58.498767,User_01,77.1,51.2,36.75,0.93,0.0,24.0,54.7,1012.2,20.9,2.0,20.0,0
2026-05-18 14:11:03.498767,User_01,77.3,51.2,36.74,0.89,0.0,24.0,54.6,1012.1,20.89,2.0,20.0,0
2026-05-18 14:11:08.498767,User_01,77.4,51.7,36.75,0.96,0.0,24.0,54.5,1012.2,20.89,2.1,20.0,0
2026-05-18 14:11:13.498767,User_01,76.8,52.6,36.75,0.89,0.0,24.0,54.5,1012.2,20.89,2.0,20.0,0
2026-05-18 14:11:18.498767,User_01,76.9,52.5,36.75,0.88,0.0,24.0,54.5,1012.2,20.88,2.1,20.0,0
2026-05-18 14:11:23.498767,User_01,77.3,52.3,36.76,0.8,0.0,24.1,54.6,1012.2,20.88,2.0,20.0,0
2026-05-18 14:11:28.498767,User_01,76.7,51.4,36.75,0.97,0.0,24.1,54.6,1012.1,20.87,2.0,20.0,0
2026-05-18 14:11:33.498767,User_01,77.3,51.1,36.77,1.04,0.0,24.1,54.6,1012.1,20.87,2.1,20.0,0
2026-05-18 14:11:38.498767,User_01,77.3,50.9,36.76,1.0,0.0,24.1,54.7,1012.1,20.87,2.0,20.0,0
2026-05-18 14:11:43.498767,User_01,76.7,50.5,36.77,1.0,0.0,24.1,54.6,1012.2,20.87,2.1,20.0,0
2026-05-18 14:11:48.498767,User_01,76.7,50.1,36.77,0.98,0.0,24.1,54.6,1012.2,20.87,2.1,20.0,0
2026-05-18 14:11:53.498767,User_01,76.4,50.7,36.79,1.06,0.0,24.1,54.6,1012.3,20.87,2.1,20.0,0
2026-05-18 14:11:58.498767,User_01,76.5,50.7,36.8,1.03,0.0,24.0,54.7,1012.3,20.87,2.0,20.0,0
2026-05-18 14:12:03.498767,User_01,76.0,50.5,36.8,1.08,0.0,24.0,54.7,1012.3,20.88,2.0,20.0,0
2026-05-18 14:12:08.498767,User_01,75.2,50.7,36.8,1.16,0.0,24.0,54.6,1012.4,20.88,2.0,20.0,0
2026-05-18 14:12:13.498767,User_01,75.5,50.1,36.8,0.9,0.0,24.1,54.5,1012.3,20.88,2.0,20.0,0
2026-05-18 14:12:18.498767,User_01,74.9,50.0,36.8,0.99,0.0,24.1,54.4,1012.3,20.88,2.0,20.0,0
2026-05-18 14:12:23.498767,User_01,74.7,49.9,36.79,0.92,0.0,24.1,54.5,1012.3,20.88,2.0,20.0,0
2026-05-18 14:12:28.498767,User_01,74.7,49.1,36.79,1.03,0.0,24.0,54.6,1012.3,20.88,2.0,20.0,0
2026-05-18 14:12:33.498767,User_01,75.3,49.5,36.79,0.91,0.0,24.1,54.8,1012.4,20.88,2.0,20.0,0
2026-05-18 14:12:38.498767,User_01,76.1,49.8,36.79,0.97,0.0,24.1,54.8,1012.4,20.88,2.0,20.0,0
2026-05-18 14:12:43.498767,User_01,76.5,49.8,36.79,1.08,0.0,24.1,54.8,1012.5,20.88,2.0,20.0,0
2026-05-18 14:12:48.498767,User_01,76.3,48.9,36.78,1.1,0.0,24.1,54.8,1012.6,20.88,2.0,20.0,0
2026-05-18 14:12:53.498767,User_01,76.4,49.3,36.78,0.99,0.0,24.1,54.9,1012.6,20.87,2.0,20.0,0
2026-05-18 14:12:58.498767,User_01,76.4,48.9,36.78,1.06,0.0,24.1,54.9,1012.6,20.88,2.0,20.0,0
2026-05-18 14:13:03.498767,User_01,76.0,48.2,36.78,0.98,0.0,24.1,55.0,1012.6,20.88,2.0,20.0,0
2026-05-18 14:13:08.498767,User_01,76.3,48.2,36.78,0.96,0.0,24.0,55.0,1012.6,20.89,2.0,20.0,0
2026-05-18 14:13:13.498767,User_01,76.9,48.1,36.79,0.99,0.0,24.0,55.1,1012.6,20.9,2.0,20.0,0
2026-05-18 14:13:18.498767,User_01,77.5,47.3,36.77,0.99,0.0,24.0,55.1,1012.6,20.89,2.0,20.0,0
2026-05-18 14:13:23.498767,User_01,77.9,47.9,36.76,1.15,0.0,24.0,55.0,1012.7,20.89,2.0,20.0,0
2026-05-18 14:13:28.498767,User_01,77.9,47.2,36.75,1.09,0.0,24.0,54.9,1012.6,20.89,2.0,20.0,0
2026-05-18 14:13:33.498767,User_01,77.7,47.8,36.75,1.02,0.0,24.0,54.8,1012.6,20.89,2.0,20.0,0
2026-05-18 14:13:38.498767,User_01,77.1,48.1,36.75,1.06,0.0,24.0,54.9,1012.6,20.89,2.0,20.0,0
2026-05-18 14:13:43.498767,User_01,76.7,47.6,36.75,0.85,0.0,24.0,54.8,1012.6,20.9,2.0,20.0,0
2026-05-18 14:13:48.498767,User_01,77.2,47.5,36.74,0.9,0.0,24.0,54.7,1012.6,20.9,2.0,20.0,0
2026-05-18 14:13:53.498767,User_01,76.5,47.8,36.74,0.95,0.0,24.0,54.6,1012.7,20.9,2.0,20.0,0
2026-05-18 14:13:58.498767,User_01,76.9,48.1,36.73,1.14,0.0,24.0,54.6,1012.7,20.9,2.0,20.0,0
2026-05-18 14:14:03.498767,User_01,77.1,48.8,36.74,0.95,0.0,24.0,54.7,1012.8,20.9,2.0,20.0,0
2026-05-18 14:14:08.498767,User_01,76.5,48.6,36.77,0.97,0.0,24.0,54.8,1012.8,20.9,2.0,20.0,0
2026-05-18 14:14:13.498767,User_01,76.2,48.1,36.77,1.06,0.0,24.0,54.8,1012.8,20.9,2.0,20.0,0
2026-05-18 14:14:18.498767,User_01,75.9,48.3,36.77,0.87,0.0,24.0,54.8,1012.7,20.89,2.0,20.0,0
2026-05-18 14:14:23.498767,User_01,75.7,48.4,36.75,0.92,0.0,24.1,55.0,1012.7,20.89,2.0,20.0,0
2026-05-18 14:14:28.498767,User_01,75.9,47.9,36.74,0.97,0.0,24.1,55.0,1012.7,20.89,2.0,20.0,0
2026-05-18 14:14:33.498767,User_01,75.8,48.0,36.72,1.07,0.0,24.1,55.0,1012.7,20.9,2.0,20.0,0
2026-05-18 14:14:38.498767,User_01,75.6,48.1,36.72,1.01,0.0,24.1,55.1,1012.7,20.9,2.0,20.0,0
2026-05-18 14:14:43.498767,User_01,75.0,48.5,36.71,1.21,0.0,24.1,55.3,1012.8,20.9,2.0,20.0,0
2026-05-18 14:14:48.498767,User_01,75.1,48.9,36.71,0.88,0.0,24.1,55.3,1012.8,20.9,2.1,20.0,0
2026-05-18 14:14:53.498767,User_01,75.6,48.9,36.7,0.8,0.0,24.1,55.4,1012.8,20.9,2.0,20.0,0
2026-05-18 14:14:58.498767,User_01,74.5,48.7,36.71,0.95,0.0,24.1,55.4,1012.7,20.9,2.0,20.0,0
2026-05-18 14:15:03.498767,User_01,75.7,49.0,36.71,0.87,0.0,24.1,55.7,1012.7,20.89,2.0,20.0,0
2026-05-18 14:15:08.498767,User_01,75.3,49.2,36.72,1.22,0.0,24.1,55.8,1012.8,20.9,2.0,20.0,0
2026-05-18 14:15:13.498767,User_01,74.6,49.2,36.71,1.13,0.0,24.1,55.9,1012.7,20.89,2.0,20.0,0
2026-05-18 14:15:18.498767,User_01,74.6,49.3,36.71,1.01,0.0,24.1,55.8,1012.6,20.89,2.0,20.0,0
2026-05-18 14:15:23.498767,User_01,74.4,49.4,36.71,0.92,0.0,24.1,55.9,1012.6,20.9,2.0,20.0,0
2026-05-18 14:15:28.498767,User_01,74.9,50.0,36.71,0.89,0.0,24.1,55.8,1012.6,20.9,2.0,20.0,0
2026-05-18 14:15:33.498767,User_01,74.5,50.0,36.71,1.06,0.0,24.0,55.8,1012.6,20.89,2.0,20.0,0
2026-05-18 14:15:38.498767,User_01,74.3,49.6,36.72,0.89,0.0,24.1,55.7,1012.7,20.9,2.0,20.0,0
2026-05-18 14:15:43.498767,User_01,75.1,49.4,36.7,1.07,0.0,24.1,55.7,1012.7,20.9,2.0,20.0,0
2026-05-18 14:15:48.498767,User_01,75.3,49.2,36.69,1.15,0.0,24.1,55.7,1012.7,20.9,2.0,20.0,0
2026-05-18 14:15:53.498767,User_01,75.5,49.6,36.69,1.07,0.0,24.1,55.5,1012.6,20.89,2.0,20.0,0
2026-05-18 14:15:58.498767,User_01,76.7,50.0,36.67,1.1,0.0,24.1,55.7,1012.7,20.9,2.0,20.0,0
2026-05-18 14:16:03.498767,User_01,76.3,49.7,36.66,1.05,0.0,24.1,55.9,1012.7,20.9,2.1,20.0,0
2026-05-18 14:16:08.498767,User_01,76.3,49.7,36.66,1.03,0.0,24.1,55.8,1012.6,20.9,2.1,20.0,0
2026-05-18 14:16:13.498767,User_01,76.3,49.7,36.66,1.04,0.0,24.1,55.7,1012.6,20.89,2.1,20.0,0
2026-05-18 14:16:18.498767,User_01,76.5,50.0,36.66,1.04,0.0,24.1,55.8,1012.6,20.89,2.1,20.0,0
2026-05-18 14:16:23.498767,User_01,76.8,49.6,36.67,1.09,0.0,24.1,55.8,1012.5,20.89,2.1,20.0,0
2026-05-18 14:16:28.498767,User_01,76.8,49.7,36.68,1.36,0.0,24.1,56.0,1012.5,20.89,2.1,20.0,0
2026-05-18 14:16:33.498767,User_01,77.0,49.7,36.68,1.15,0.0,24.2,56.2,1012.4,20.88,2.1,20.0,0
2026-05-18 14:16:38.498767,User_01,76.4,49.6,36.69,1.03,0.0,24.2,56.1,1012.4,20.89,2.1,20.0,0
2026-05-18 14:16:43.498767,User_01,77.2,49.6,36.7,0.97,0.0,24.1,56.0,1012.4,20.88,2.1,20.0,0
2026-05-18 14:16:48.498767,User_01,77.3,50.5,36.71,0.89,0.0,24.1,56.4,1012.3,20.88,2.1,20.0,0
2026-05-18 14:16:53.498767,User_01,76.7,50.5,36.71,1.01,0.0,24.2,56.4,1012.4,20.89,2.1,20.0,0
2026-05-18 14:16:58.498767,User_01,77.0,50.1,36.7,0.95,0.0,24.1,56.3,1012.4,20.87,2.0,20.0,0
2026-05-18 14:17:03.498767,User_01,77.7,50.0,36.72,1.19,0.0,24.1,56.5,1012.4,20.88,2.0,20.0,0
2026-05-18 14:17:08.498767,User_01,78.6,50.1,36.71,0.91,0.0,24.2,56.4,1012.4,20.89,2.0,20.0,0
2026-05-18 14:17:13.498767,User_01,79.4,50.1,36.71,1.06,0.0,24.2,56.3,1012.4,20.89,2.0,20.0,0
2026-05-18 14:17:18.498767,User_01,79.0,50.4,36.7,1.1,0.0,24.1,56.4,1012.3,20.88,2.0,20.0,0
2026-05-18 14:17:23.498767,User_01,79.7,50.4,36.72,1.03,0.0,24.1,56.3,1012.4,20.88,2.0,20.0,0
2026-05-18 14:17:28.498767,User_01,80.0,50.5,36.73,1.06,0.0,24.1,56.3,1012.4,20.88,2.0,20.0,0
2026-05-18 14:17:33.498767,User_01,79.9,50.4,36.74,0.81,0.0,24.1,56.4,1012.4,20.87,2.0,20.0,0
2026-05-18 14:17:38.498767,User_01,80.0,50.4,36.73,1.0,0.0,24.1,56.1,1012.3,20.87,2.0,20.0,0
2026-05-18 14:17:43.498767,User_01,80.4,50.0,36.73,0.91,0.0,24.1,56.2,1012.3,20.88,2.1,20.0,0
2026-05-18 14:17:48.498767,User_01,80.9,49.6,36.74,0.94,0.0,24.1,56.2,1012.3,20.87,2.0,20.0,0
2026-05-18 14:17:53.498767,User_01,81.6,49.8,36.73,0.92,0.0,24.1,56.2,1012.3,20.86,2.1,20.0,0
2026-05-18 14:17:58.498767,User_01,81.8,50.0,36.73,0.96,0.0,24.1,56.2,1012.3,20.86,2.1,20.0,0
2026-05-18 14:18:03.498767,User_01,81.4,49.7,36.71,0.94,0.0,24.1,56.1,1012.4,20.87,2.0,20.0,0
2026-05-18 14:18:08.498767,User_01,81.7,49.7,36.73,0.9,0.0,24.1,56.1,1012.4,20.88,2.0,20.0,0
2026-05-18 14:18:13.498767,User_01,82.0,50.0,36.73,1.03,0.0,24.1,56.1,1012.4,20.88,2.0,20.0,0
2026-05-18 14:18:18.498767,User_01,82.1,49.2,36.73,1.04,0.0,24.1,56.1,1012.4,20.87,2.0,20.0,0
2026-05-18 14:18:23.498767,User_01,82.0,49.1,36.74,0.98,0.0,24.1,56.1,1012.3,20.88,2.0,20.0,0
2026-05-18 14:18:28.498767,User_01,82.4,48.9,36.75,0.94,0.0,24.1,56.1,1012.3,20.88,2.0,20.0,0
2026-05-18 14:18:33.498767,User_01,82.7,48.8,36.76,0.98,0.0,24.1,56.3,1012.4,20.88,2.0,20.0,0
2026-05-18 14:18:38.498767,User_01,82.6,48.6,36.77,0.94,0.0,24.1,56.4,1012.5,20.87,2.0,20.0,0
2026-05-18 14:18:43.498767,User_01,82.4,48.2,36.76,0.93,0.0,24.1,56.5,1012.5,20.88,2.0,20.0,0
2026-05-18 14:18:48.498767,User_01,82.7,48.7,36.76,1.02,0.0,24.1,56.5,1012.5,20.87,2.0,20.0,0
2026-05-18 14:18:53.498767,User_01,82.1,47.8,36.77,1.02,0.0,24.1,56.3,1012.5,20.88,2.0,20.0,0
2026-05-18 14:18:58.498767,User_01,82.4,47.8,36.77,0.99,0.0,24.1,56.0,1012.5,20.89,2.0,20.0,0
2026-05-18 14:19:03.498767,User_01,82.4,47.4,36.77,1.13,0.0,24.1,56.1,1012.5,20.89,2.0,20.0,0
2026-05-18 14:19:08.498767,User_01,82.3,47.3,36.77,0.9,0.0,24.1,56.1,1012.5,20.89,2.0,20.0,0
2026-05-18 14:19:13.498767,User_01,82.4,47.5,36.76,1.06,0.0,24.1,56.0,1012.6,20.89,2.0,20.0,0
2026-05-18 14:19:18.498767,User_01,82.6,47.3,36.77,1.04,0.0,24.1,56.2,1012.5,20.9,2.0,20.0,0
2026-05-18 14:19:23.498767,User_01,82.5,47.6,36.77,1.19,0.0,24.1,56.1,1012.6,20.9,2.0,20.0,0
2026-05-18 14:19:28.498767,User_01,82.9,47.9,36.78,1.06,0.0,24.1,56.4,1012.6,20.89,2.0,20.0,0
2026-05-18 14:19:33.498767,User_01,82.9,47.8,36.76,0.87,0.0,24.1,56.4,1012.6,20.89,2.0,20.0,0
2026-05-18 14:19:38.498767,User_01,82.6,47.9,36.76,0.89,0.0,24.1,56.4,1012.6,20.89,2.0,20.0,0
2026-05-18 14:19:43.498767,User_01,82.4,48.3,36.76,1.01,0.0,24.1,56.4,1012.7,20.89,2.0,20.0,0
2026-05-18 14:19:48.498767,User_01,82.6,48.6,36.78,0.91,0.0,24.1,56.5,1012.5,20.89,2.0,20.0,0
2026-05-18 14:19:53.498767,User_01,83.0,48.6,36.79,1.08,0.0,24.1,56.2,1012.5,20.89,2.0,20.0,0
2026-05-18 14:19:58.498767,User_01,83.0,48.9,36.78,1.13,0.0,24.1,56.3,1012.5,20.89,2.0,20.0,0
2026-05-18 14:20:03.498767,User_01,83.9,48.9,36.79,1.06,0.0,24.1,56.3,1012.5,20.89,2.0,20.0,0
2026-05-18 14:20:08.498767,User_01,83.8,49.0,36.79,1.08,0.0,24.1,56.4,1012.5,20.89,2.0,20.0,0
2026-05-18 14:20:13.498767,User_01,84.1,48.1,36.79,1.14,0.0,24.1,56.3,1012.5,20.89,1.9,20.0,0
2026-05-18 14:20:18.498767,User_01,83.0,47.9,36.79,0.91,0.0,24.1,56.3,1012.5,20.88,2.0,20.0,0
2026-05-18 14:20:23.498767,User_01,82.9,47.8,36.78,0.85,0.0,24.1,56.3,1012.4,20.89,1.9,20.0,0
2026-05-18 14:20:28.498767,User_01,83.9,47.5,36.78,0.88,0.0,24.2,56.3,1012.3,20.89,1.9,20.0,0
2026-05-18 14:20:33.498767,User_01,85.3,48.3,36.79,1.03,0.0,24.2,56.3,1012.3,20.89,1.9,20.0,0
2026-05-18 14:20:38.498767,User_01,85.2,48.2,36.79,0.85,0.0,24.2,56.5,1012.3,20.89,1.9,20.0,0
2026-05-18 14:20:43.498767,User_01,84.9,48.2,36.77,0.94,0.0,24.2,56.5,1012.3,20.89,1.9,20.0,0
2026-05-18 14:20:48.498767,User_01,85.4,48.0,36.79,0.97,0.0,24.2,56.6,1012.4,20.9,1.9,20.0,0
2026-05-18 14:20:53.498767,User_01,85.1,47.9,36.8,1.18,0.0,24.2,56.5,1012.4,20.9,1.9,20.0,0
2026-05-18 14:20:58.498767,User_01,85.3,47.6,36.8,1.2,0.0,24.2,56.6,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:03.498767,User_01,84.9,47.8,36.79,1.01,0.0,24.2,56.5,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:08.498767,User_01,84.8,47.6,36.8,1.14,0.0,24.2,56.6,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:13.498767,User_01,84.7,48.0,36.82,1.06,0.0,24.2,56.6,1012.5,20.9,1.9,20.0,0
2026-05-18 14:21:18.498767,User_01,83.8,47.9,36.81,1.05,0.0,24.2,56.7,1012.5,20.9,1.9,20.0,0
2026-05-18 14:21:23.498767,User_01,84.2,47.9,36.81,1.02,0.0,24.2,56.6,1012.5,20.9,1.9,20.0,0
2026-05-18 14:21:28.498767,User_01,84.1,48.0,36.81,0.86,0.0,24.2,56.7,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:33.498767,User_01,84.2,48.3,36.82,0.92,0.0,24.3,56.7,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:38.498767,User_01,84.4,47.9,36.83,1.04,0.0,24.3,56.8,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:43.498767,User_01,83.8,47.9,36.81,1.01,0.0,24.3,56.7,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:48.498767,User_01,84.5,48.1,36.8,1.13,0.0,24.3,56.6,1012.4,20.9,1.9,20.0,0
2026-05-18 14:21:53.498767,User_01,84.7,48.8,36.8,0.94,0.0,24.3,56.6,1012.5,20.9,1.9,20.0,0
2026-05-18 14:21:58.498767,User_01,84.4,49.2,36.79,0.95,0.0,24.3,56.6,1012.5,20.9,1.9,20.0,0
2026-05-18 14:22:03.498767,User_01,84.0,49.7,36.78,0.89,0.0,24.3,56.6,1012.4,20.9,1.9,20.0,0
